ANNEE,CODE_CC,DESC_CC,FAMILLE,SOUS_FAMILLE,MONTANT
2024,2060,Finance Department,Charges financières et amortissements,Amortissements des immobilisations,-67443216.0
2024,2060,Finance Department,Charges financières et amortissements,Intérêts sur emprunts,-69338736.0
2024,2060,Finance Department,"Impôts, risques et autres charges",Impôts et taxes directs,-37548386.0
2024,2060,Finance Department,"Impôts, risques et autres charges",Pénalités et amendes,-37566129.0
2025,2010,Port Operations Department,Charges de personnel et social,Salaires du personnel permanent,-386222477.0
2025,2010,Port Operations Department,Charges de personnel et social,Charges sociales,-373133105.0
2025,2010,Port Operations Department,Charges de personnel et social,Primes et indemnités,-385402137.0
2025,2010,Port Operations Department,"Achats, matières et consommables",Consommables de bureau,-94723326.0
2025,2010,Port Operations Department,"Achats, matières et consommables",Pièces détachées,-93019794.0
2025,2010,Port Operations Department,"Achats, matières et consommables",Carburants et lubrifiants,-90982184.0
2025,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-146295056.0
2025,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-151752757.0
2025,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-141567250.0
2025,2010,Port Operations Department,"Énergie, eau et fluides",Électricité,-89974513.0
2025,2010,Port Operations Department,"Énergie, eau et fluides",Eau,-91264807.0
2025,2010,Port Operations Department,"Énergie, eau et fluides",Autres énergies,-94529297.0
2025,2010,Port Operations Department,Prestations externes et frais,Sous-traitance générale,-93505544.0
2025,2010,Port Operations Department,Prestations externes et frais,Honoraires et conseils,-84051432.0
2025,2010,Port Operations Department,Prestations externes et frais,Assurances,-85234577.0
2025,2010,Port Operations Department,"Transport, déplacements et logistique",Transport du personnel,-52204972.0
2025,2010,Port Operations Department,"Transport, déplacements et logistique",Missions et déplacements,-55519921.0
2025,2010,Port Operations Department,Charges financières et amortissements,Amortissements des immobilisations,-67712268.0
2025,2010,Port Operations Department,Charges financières et amortissements,Intérêts sur emprunts,-65077818.0
2025,2010,Port Operations Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38121390.0
2025,2010,Port Operations Department,"Impôts, risques et autres charges",Pénalités et amendes,-41300370.0
2025,2020,Engineering & Infrastructure Department,Charges de personnel et social,Salaires du personnel permanent,-386051398.0
2025,2020,Engineering & Infrastructure Department,Charges de personnel et social,Charges sociales,-398824589.0
2025,2020,Engineering & Infrastructure Department,Charges de personnel et social,Primes et indemnités,-375574826.0
2025,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Consommables de bureau,-89338993.0
2025,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Pièces détachées,-84164498.0
2025,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Carburants et lubrifiants,-83656491.0
2025,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-141705246.0
2025,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-139507886.0
2025,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-138066702.0
2025,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Électricité,-84300760.0
2025,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Eau,-95199024.0
2025,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Autres énergies,-93622309.0
2025,2020,Engineering & Infrastructure Department,Prestations externes et frais,Sous-traitance générale,-90358034.0
2025,2020,Engineering & Infrastructure Department,Prestations externes et frais,Honoraires et conseils,-95059760.0
2025,2020,Engineering & Infrastructure Department,Prestations externes et frais,Assurances,-95670481.0
2025,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Transport du personnel,-54944007.0
2025,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Missions et déplacements,-51918797.0
2025,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Amortissements des immobilisations,-62745850.0
2025,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Intérêts sur emprunts,-69468544.0
2025,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Impôts et taxes directs,-40071324.0
2025,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Pénalités et amendes,-41090991.0
2025,2030,Commercial & Estate Department,Charges de personnel et social,Salaires du personnel permanent,-397425859.0
2025,2030,Commercial & Estate Department,Charges de personnel et social,Charges sociales,-358803655.0
2025,2030,Commercial & Estate Department,Charges de personnel et social,Primes et indemnités,-380036376.0
2025,2030,Commercial & Estate Department,"Achats, matières et consommables",Consommables de bureau,-91103947.0
2025,2030,Commercial & Estate Department,"Achats, matières et consommables",Pièces détachées,-89313088.0
2025,2030,Commercial & Estate Department,"Achats, matières et consommables",Carburants et lubrifiants,-84299703.0
2025,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-140021428.0
2025,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-139727945.0
2025,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-146474327.0
2025,2030,Commercial & Estate Department,"Énergie, eau et fluides",Électricité,-93894889.0
2025,2030,Commercial & Estate Department,"Énergie, eau et fluides",Eau,-87286092.0
2025,2030,Commercial & Estate Department,"Énergie, eau et fluides",Autres énergies,-91841138.0
2025,2030,Commercial & Estate Department,Prestations externes et frais,Sous-traitance générale,-86765506.0
2025,2030,Commercial & Estate Department,Prestations externes et frais,Honoraires et conseils,-94989748.0
2025,2030,Commercial & Estate Department,Prestations externes et frais,Assurances,-93341991.0
2025,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Transport du personnel,-54026276.0
2025,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Missions et déplacements,-53310697.0
2025,2030,Commercial & Estate Department,Charges financières et amortissements,Amortissements des immobilisations,-65321048.0
2025,2030,Commercial & Estate Department,Charges financières et amortissements,Intérêts sur emprunts,-65403262.0
2025,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Impôts et taxes directs,-42886168.0
2025,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Pénalités et amendes,-39697694.0
2025,2040,Corporate Services Department,Charges de personnel et social,Salaires du personnel permanent,-376317427.0
2025,2040,Corporate Services Department,Charges de personnel et social,Charges sociales,-401213844.0
2025,2040,Corporate Services Department,Charges de personnel et social,Primes et indemnités,-383839310.0
2025,2040,Corporate Services Department,"Achats, matières et consommables",Consommables de bureau,-89949867.0
2025,2040,Corporate Services Department,"Achats, matières et consommables",Pièces détachées,-88330671.0
2025,2040,Corporate Services Department,"Achats, matières et consommables",Carburants et lubrifiants,-85505721.0
2025,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-140298199.0
2025,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-148203052.0
2025,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-145578520.0
2025,2040,Corporate Services Department,"Énergie, eau et fluides",Électricité,-92671315.0
2025,2040,Corporate Services Department,"Énergie, eau et fluides",Eau,-85705710.0
2025,2040,Corporate Services Department,"Énergie, eau et fluides",Autres énergies,-90032815.0
2025,2040,Corporate Services Department,Prestations externes et frais,Sous-traitance générale,-94770417.0
2025,2040,Corporate Services Department,Prestations externes et frais,Honoraires et conseils,-88641983.0
2025,2040,Corporate Services Department,Prestations externes et frais,Assurances,-91898427.0
2025,2040,Corporate Services Department,"Transport, déplacements et logistique",Transport du personnel,-50806531.0
2025,2040,Corporate Services Department,"Transport, déplacements et logistique",Missions et déplacements,-57203806.0
2025,2040,Corporate Services Department,Charges financières et amortissements,Amortissements des immobilisations,-68084669.0
2025,2040,Corporate Services Department,Charges financières et amortissements,Intérêts sur emprunts,-64614829.0
2025,2040,Corporate Services Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38313059.0
2025,2040,Corporate Services Department,"Impôts, risques et autres charges",Pénalités et amendes,-40523889.0
2025,2050,Safety & Security Department,Charges de personnel et social,Salaires du personnel permanent,-378297222.0
2025,2050,Safety & Security Department,Charges de personnel et social,Charges sociales,-354162160.0
2025,2050,Safety & Security Department,Charges de personnel et social,Primes et indemnités,-401431404.0
2025,2050,Safety & Security Department,"Achats, matières et consommables",Consommables de bureau,-94585861.0
2025,2050,Safety & Security Department,"Achats, matières et consommables",Pièces détachées,-88934059.0
2025,2050,Safety & Security Department,"Achats, matières et consommables",Carburants et lubrifiants,-84627980.0
2025,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-149719273.0
2025,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-143034129.0
2025,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-147405087.0
2025,2050,Safety & Security Department,"Énergie, eau et fluides",Électricité,-89527730.0
2025,2050,Safety & Security Department,"Énergie, eau et fluides",Eau,-86580324.0
2025,2050,Safety & Security Department,"Énergie, eau et fluides",Autres énergies,-93606853.0
2025,2050,Safety & Security Department,Prestations externes et frais,Sous-traitance générale,-95428529.0
2025,2050,Safety & Security Department,Prestations externes et frais,Honoraires et conseils,-86208605.0
2025,2050,Safety & Security Department,Prestations externes et frais,Assurances,-90058420.0
2025,2050,Safety & Security Department,"Transport, déplacements et logistique",Transport du personnel,-52775615.0
2025,2050,Safety & Security Department,"Transport, déplacements et logistique",Missions et déplacements,-56818652.0
2025,2050,Safety & Security Department,Charges financières et amortissements,Amortissements des immobilisations,-67139872.0
2025,2050,Safety & Security Department,Charges financières et amortissements,Intérêts sur emprunts,-70623899.0
2025,2050,Safety & Security Department,"Impôts, risques et autres charges",Impôts et taxes directs,-42288155.0
2025,2050,Safety & Security Department,"Impôts, risques et autres charges",Pénalités et amendes,-38977046.0
2025,2060,Finance Department,Charges de personnel et social,Salaires du personnel permanent,-390797655.0
2025,2060,Finance Department,Charges de personnel et social,Charges sociales,-371077928.0
2025,2060,Finance Department,Charges de personnel et social,Primes et indemnités,-398381478.0
2025,2060,Finance Department,"Achats, matières et consommables",Consommables de bureau,-89513529.0
2025,2060,Finance Department,"Achats, matières et consommables",Pièces détachées,-93429412.0
2025,2060,Finance Department,"Achats, matières et consommables",Carburants et lubrifiants,-86698173.0
2025,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-139031875.0
2025,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-144807971.0
2025,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-153059348.0
2025,2060,Finance Department,"Énergie, eau et fluides",Électricité,-89286981.0
2025,2060,Finance Department,"Énergie, eau et fluides",Eau,-85017667.0
2025,2060,Finance Department,"Énergie, eau et fluides",Autres énergies,-89899631.0
2025,2060,Finance Department,Prestations externes et frais,Sous-traitance générale,-87477877.0
2025,2060,Finance Department,Prestations externes et frais,Honoraires et conseils,-90066586.0
2025,2060,Finance Department,Prestations externes et frais,Assurances,-89960339.0
2025,2060,Finance Department,"Transport, déplacements et logistique",Transport du personnel,-53314593.0
2025,2060,Finance Department,"Transport, déplacements et logistique",Missions et déplacements,-52311370.0
2025,2060,Finance Department,Charges financières et amortissements,Amortissements des immobilisations,-64139335.0
2025,2060,Finance Department,Charges financières et amortissements,Intérêts sur emprunts,-68916763.0
2025,2060,Finance Department,"Impôts, risques et autres charges",Impôts et taxes directs,-40641954.0
2025,2060,Finance Department,"Impôts, risques et autres charges",Pénalités et amendes,-38736591.0
2026,2010,Port Operations Department,Charges de personnel et social,Salaires du personnel permanent,-360699985.0
2026,2010,Port Operations Department,Charges de personnel et social,Charges sociales,-385823718.0
2026,2010,Port Operations Department,Charges de personnel et social,Primes et indemnités,-390569563.0
2026,2010,Port Operations Department,"Achats, matières et consommables",Consommables de bureau,-96586447.0
2026,2010,Port Operations Department,"Achats, matières et consommables",Pièces détachées,-96644174.0
2026,2010,Port Operations Department,"Achats, matières et consommables",Carburants et lubrifiants,-91065870.0
2026,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-147467164.0
2026,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-146047315.0
2026,2010,Port Operations Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-151509151.0
2026,2010,Port Operations Department,"Énergie, eau et fluides",Électricité,-90675958.0
2026,2010,Port Operations Department,"Énergie, eau et fluides",Eau,-93823305.0
2026,2010,Port Operations Department,"Énergie, eau et fluides",Autres énergies,-87389571.0
2026,2010,Port Operations Department,Prestations externes et frais,Sous-traitance générale,-91441084.0
2026,2010,Port Operations Department,Prestations externes et frais,Honoraires et conseils,-97865728.0
2026,2010,Port Operations Department,Prestations externes et frais,Assurances,-89757769.0
2026,2010,Port Operations Department,"Transport, déplacements et logistique",Transport du personnel,-56586523.0
2026,2010,Port Operations Department,"Transport, déplacements et logistique",Missions et déplacements,-56255840.0
2026,2010,Port Operations Department,Charges financières et amortissements,Amortissements des immobilisations,-72266897.0
2026,2010,Port Operations Department,Charges financières et amortissements,Intérêts sur emprunts,-72272451.0
2026,2010,Port Operations Department,"Impôts, risques et autres charges",Impôts et taxes directs,-43403974.0
2026,2010,Port Operations Department,"Impôts, risques et autres charges",Pénalités et amendes,-40630794.0
2026,2020,Engineering & Infrastructure Department,Charges de personnel et social,Salaires du personnel permanent,-375800069.0
2026,2020,Engineering & Infrastructure Department,Charges de personnel et social,Charges sociales,-397510304.0
2026,2020,Engineering & Infrastructure Department,Charges de personnel et social,Primes et indemnités,-399707179.0
2026,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Consommables de bureau,-96620938.0
2026,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Pièces détachées,-85866543.0
2026,2020,Engineering & Infrastructure Department,"Achats, matières et consommables",Carburants et lubrifiants,-86284663.0
2026,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-149631403.0
2026,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-155592126.0
2026,2020,Engineering & Infrastructure Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-157165716.0
2026,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Électricité,-95005926.0
2026,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Eau,-90984427.0
2026,2020,Engineering & Infrastructure Department,"Énergie, eau et fluides",Autres énergies,-86670650.0
2026,2020,Engineering & Infrastructure Department,Prestations externes et frais,Sous-traitance générale,-93552885.0
2026,2020,Engineering & Infrastructure Department,Prestations externes et frais,Honoraires et conseils,-96623460.0
2026,2020,Engineering & Infrastructure Department,Prestations externes et frais,Assurances,-91109227.0
2026,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Transport du personnel,-56596525.0
2026,2020,Engineering & Infrastructure Department,"Transport, déplacements et logistique",Missions et déplacements,-58212013.0
2026,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Amortissements des immobilisations,-64497218.0
2026,2020,Engineering & Infrastructure Department,Charges financières et amortissements,Intérêts sur emprunts,-71730563.0
2026,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Impôts et taxes directs,-40129529.0
2026,2020,Engineering & Infrastructure Department,"Impôts, risques et autres charges",Pénalités et amendes,-40600893.0
2026,2030,Commercial & Estate Department,Charges de personnel et social,Salaires du personnel permanent,-366561478.0
2026,2030,Commercial & Estate Department,Charges de personnel et social,Charges sociales,-387382919.0
2026,2030,Commercial & Estate Department,Charges de personnel et social,Primes et indemnités,-389259983.0
2026,2030,Commercial & Estate Department,"Achats, matières et consommables",Consommables de bureau,-95594159.0
2026,2030,Commercial & Estate Department,"Achats, matières et consommables",Pièces détachées,-87590423.0
2026,2030,Commercial & Estate Department,"Achats, matières et consommables",Carburants et lubrifiants,-86420270.0
2026,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-154561751.0
2026,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-149395855.0
2026,2030,Commercial & Estate Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-141602029.0
2026,2030,Commercial & Estate Department,"Énergie, eau et fluides",Électricité,-97140938.0
2026,2030,Commercial & Estate Department,"Énergie, eau et fluides",Eau,-87245017.0
2026,2030,Commercial & Estate Department,"Énergie, eau et fluides",Autres énergies,-91333851.0
2026,2030,Commercial & Estate Department,Prestations externes et frais,Sous-traitance générale,-88670302.0
2026,2030,Commercial & Estate Department,Prestations externes et frais,Honoraires et conseils,-88687650.0
2026,2030,Commercial & Estate Department,Prestations externes et frais,Assurances,-85525820.0
2026,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Transport du personnel,-57449940.0
2026,2030,Commercial & Estate Department,"Transport, déplacements et logistique",Missions et déplacements,-58194929.0
2026,2030,Commercial & Estate Department,Charges financières et amortissements,Amortissements des immobilisations,-70587613.0
2026,2030,Commercial & Estate Department,Charges financières et amortissements,Intérêts sur emprunts,-65577030.0
2026,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Impôts et taxes directs,-40987878.0
2026,2030,Commercial & Estate Department,"Impôts, risques et autres charges",Pénalités et amendes,-40431520.0
2026,2040,Corporate Services Department,Charges de personnel et social,Salaires du personnel permanent,-390428697.0
2026,2040,Corporate Services Department,Charges de personnel et social,Charges sociales,-393202412.0
2026,2040,Corporate Services Department,Charges de personnel et social,Primes et indemnités,-381612834.0
2026,2040,Corporate Services Department,"Achats, matières et consommables",Consommables de bureau,-88620430.0
2026,2040,Corporate Services Department,"Achats, matières et consommables",Pièces détachées,-96272791.0
2026,2040,Corporate Services Department,"Achats, matières et consommables",Carburants et lubrifiants,-87966267.0
2026,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-144561397.0
2026,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-146587912.0
2026,2040,Corporate Services Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-141527479.0
2026,2040,Corporate Services Department,"Énergie, eau et fluides",Électricité,-92758019.0
2026,2040,Corporate Services Department,"Énergie, eau et fluides",Eau,-92795165.0
2026,2040,Corporate Services Department,"Énergie, eau et fluides",Autres énergies,-98167711.0
2026,2040,Corporate Services Department,Prestations externes et frais,Sous-traitance générale,-89200683.0
2026,2040,Corporate Services Department,Prestations externes et frais,Honoraires et conseils,-97978106.0
2026,2040,Corporate Services Department,Prestations externes et frais,Assurances,-93867641.0
2026,2040,Corporate Services Department,"Transport, déplacements et logistique",Transport du personnel,-53360342.0
2026,2040,Corporate Services Department,"Transport, déplacements et logistique",Missions et déplacements,-55608576.0
2026,2040,Corporate Services Department,Charges financières et amortissements,Amortissements des immobilisations,-70666572.0
2026,2040,Corporate Services Department,Charges financières et amortissements,Intérêts sur emprunts,-71234219.0
2026,2040,Corporate Services Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38715996.0
2026,2040,Corporate Services Department,"Impôts, risques et autres charges",Pénalités et amendes,-41940615.0
2026,2050,Safety & Security Department,Charges de personnel et social,Salaires du personnel permanent,-385523280.0
2026,2050,Safety & Security Department,Charges de personnel et social,Charges sociales,-407523577.0
2026,2050,Safety & Security Department,Charges de personnel et social,Primes et indemnités,-374154912.0
2026,2050,Safety & Security Department,"Achats, matières et consommables",Consommables de bureau,-95675678.0
2026,2050,Safety & Security Department,"Achats, matières et consommables",Pièces détachées,-93209832.0
2026,2050,Safety & Security Department,"Achats, matières et consommables",Carburants et lubrifiants,-89934673.0
2026,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-149743654.0
2026,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-149420145.0
2026,2050,Safety & Security Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-150590067.0
2026,2050,Safety & Security Department,"Énergie, eau et fluides",Électricité,-94673736.0
2026,2050,Safety & Security Department,"Énergie, eau et fluides",Eau,-93879877.0
2026,2050,Safety & Security Department,"Énergie, eau et fluides",Autres énergies,-96183221.0
2026,2050,Safety & Security Department,Prestations externes et frais,Sous-traitance générale,-93482176.0
2026,2050,Safety & Security Department,Prestations externes et frais,Honoraires et conseils,-97019760.0
2026,2050,Safety & Security Department,Prestations externes et frais,Assurances,-93714786.0
2026,2050,Safety & Security Department,"Transport, déplacements et logistique",Transport du personnel,-53626108.0
2026,2050,Safety & Security Department,"Transport, déplacements et logistique",Missions et déplacements,-54643510.0
2026,2050,Safety & Security Department,Charges financières et amortissements,Amortissements des immobilisations,-69642290.0
2026,2050,Safety & Security Department,Charges financières et amortissements,Intérêts sur emprunts,-71115529.0
2026,2050,Safety & Security Department,"Impôts, risques et autres charges",Impôts et taxes directs,-38953717.0
2026,2050,Safety & Security Department,"Impôts, risques et autres charges",Pénalités et amendes,-40139612.0
2026,2060,Finance Department,Charges de personnel et social,Salaires du personnel permanent,-399063472.0
2026,2060,Finance Department,Charges de personnel et social,Charges sociales,-368185213.0
2026,2060,Finance Department,Charges de personnel et social,Primes et indemnités,-365837365.0
2026,2060,Finance Department,"Achats, matières et consommables",Consommables de bureau,-92339986.0
2026,2060,Finance Department,"Achats, matières et consommables",Pièces détachées,-97895118.0
2026,2060,Finance Department,"Achats, matières et consommables",Carburants et lubrifiants,-92229992.0
2026,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des infrastructures portuaires,-155439036.0
2026,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien du matériel naval,-153731375.0
2026,2060,Finance Department,"Maintenance, infrastructures et équipements",Entretien des bâtiments,-141934046.0
2026,2060,Finance Department,"Énergie, eau et fluides",Électricité,-96007762.0
2026,2060,Finance Department,"Énergie, eau et fluides",Eau,-91599957.0
2026,2060,Finance Department,"Énergie, eau et fluides",Autres énergies,-95773754.0
2026,2060,Finance Department,Prestations externes et frais,Sous-traitance générale,-95003265.0
2026,2060,Finance Department,Prestations externes et frais,Honoraires et conseils,-89759749.0
2026,2060,Finance Department,Prestations externes et frais,Assurances,-86885699.0
2026,2060,Finance Department,"Transport, déplacements et logistique",Transport du personnel,-58670759.0
2026,2060,Finance Department,"Transport, déplacements et logistique",Missions et déplacements,-52328800.0
2026,2060,Finance Department,Charges financières et amortissements,Amortissements des immobilisations,-73373228.0
2026,2060,Finance Department,Charges financières et amortissements,Intérêts sur emprunts,-72347656.0
2026,2060,Finance Department,"Impôts, risques et autres charges",Impôts et taxes directs,-42622206.0
2026,2060,Finance Department,"Impôts, risques et autres charges",Pénalités et amendes,-44101706.0
